    136 /home/runner/work/open-location-code/open-location-code/rust/target/debug/incremental/
     70 /home/runner/work/open-location-code/open-location-code/android_demo/
     58 /home/runner/work/open-location-code/open-location-code/garmin/
     22 /home/runner/work/open-location-code/open-location-code/tile_server/
     20 /home/runner/work/open-location-code/open-location-code/js/
     13 /home/runner/work/open-location-code/open-location-code/java/
     13 /home/runner/work/open-location-code/open-location-code/.git/hooks/
     13 /home/runner/work/open-location-code/open-location-code/dart/
     12 /home/runner/work/open-location-code/open-location-code/optimizing-ci-builds-ci-analysis/step-details/
     12 /home/runner/work/open-location-code/open-location-code/go/
     12 /home/runner/work/open-location-code/open-location-code/cpp/
     11 /home/runner/work/open-location-code/open-location-code/c/
      8 /home/runner/work/open-location-code/open-location-code/docs/
      7 /home/runner/work/open-location-code/open-location-code/ruby/
      7 /home/runner/work/open-location-code/open-location-code/python/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/rand_core-8cfbdfcdddc75742/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/rand_chacha-ce35be899e737b8a/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/rand-9c7fcf6c499e19b4/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/ppv-lite86-4d1a2f8b9441d6a6/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/libc-afde1a650d3be644/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/libc-6dd9219a35804ddf/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/getrandom-b712394c21d1faac/
      4 /home/runner/work/open-location-code/open-location-code/rust/target/debug/build/libc-1366d586b9c81c9e/
      3 /home/runner/work/open-location-code/open-location-code/plpgsql/
      2 /home/runner/work/open-location-code/open-location-code/visualbasic/
      2 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/libc-1366d586b9c81c9e/
      1 /home/runner/work/open-location-code/open-location-code/;WORKSPACE;
      1 /home/runner/work/open-location-code/open-location-code/typescript/
      1 /home/runner/work/open-location-code/open-location-code/;TESTING.md;
      1 /home/runner/work/open-location-code/open-location-code/test_data/;csv_to_json.go;
      1 /home/runner/work/open-location-code/open-location-code/test_data/;BUILD;
      1 /home/runner/work/open-location-code/open-location-code/swift/
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/;libopen_location_code.rlib;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/;libopen_location_code.d;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/version_check-38471291dfe421aa/;lib-version_check.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/version_check-38471291dfe421aa/;invoked.timestamp;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/typenum-f9ec9c7af3818811/;invoked.timestamp;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/typenum-f9ec9c7af3818811/;build-script-build-script-main.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/typenum-ef26e6608003a101/;run-build-script-build-script-main.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/typenum-b5da5fcc36dcb451/;lib-typenum.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/typenum-b5da5fcc36dcb451/;invoked.timestamp;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/stable_deref_trait-8c9ae1e5bcff8af7/;lib-stable_deref_trait.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/stable_deref_trait-8c9ae1e5bcff8af7/;invoked.timestamp;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/smallvec-17cf89289eb1f686/;lib-smallvec.json;
      1 /home/runner/work/open-location-code/open-location-code/rust/target/debug/.fingerprint/smallvec-17cf89289eb1f686/;invoked.timestamp;
